date,avg_pnl,total_volume,trade_count,pnl_volatility,avg_trade_size,rolling_volume,rolling_pnl,classification,sentiment_value,sentiment_norm
2023-01-05,0.0,477.0,3,0.0,159.0,477.0,0.0,Fear,29.0,0.29
2023-05-12,0.0,50005.83,9,0.0,5556.203333333334,25241.415,0.0,Neutral,49.0,0.49
2024-01-01,-7.196192222222223,264239.52999999997,18,85.84776860469921,14679.973888888888,104907.45333333332,-2.3987307407407408,Greed,65.0,0.65
2024-01-02,0.0,2008.18,6,0.0,334.69666666666666,105417.84666666666,-2.3987307407407408,Greed,71.0,0.71
2024-01-03,60.176944591240876,472974.7,137,111.95860869453276,3452.370072992701,246407.46999999997,17.660250789672883,Greed,70.0,0.7
2024-01-04,32.57095332467532,339470.47,77,92.06770180124278,4408.7074025974025,271484.45,30.915965971972067,Greed,68.0,0.68
2024-01-05,0.0,87025.45,14,0.0,6216.103571428571,299823.54,30.915965971972067,Greed,72.0,0.72
2024-01-06,3.66041676,12834.62,25,7.909299454844354,513.3848,146443.51333333334,12.07712336155844,Greed,70.0,0.7
2024-01-07,79.1537391875,362670.14999999997,64,207.33447463371925,5666.721093749999,154176.74,27.60471864916666,Greed,71.0,0.71
2024-01-08,2.9312283684210527,227774.53,57,23.197203266011744,3996.044385964912,201093.09999999998,28.581794771973687,Greed,71.0,0.71
2024-01-09,11.452757750000002,12359.68,12,25.479618769976113,1029.9733333333334,200934.78666666665,31.17924176864035,Extreme Greed,76.0,0.76
2024-01-10,0.0,139954.32,4,0.0,34988.58,126696.17666666668,4.7946620394736845,Greed,73.0,0.73
2024-01-11,45.238075478260875,260981.03,23,154.1983753462747,11347.001304347827,137765.01,18.896944409420293,Extreme Greed,76.0,0.76
2024-01-12,98.28453003365385,814711.82,416,338.03944268346726,1958.441875,405215.7233333333,47.84086850397157,Greed,71.0,0.71
2024-02-01,46.11641858823529,121348.74,17,134.42834386429288,7138.1611764705885,399013.86333333334,63.21300803338334,Greed,63.0,0.63
2024-02-02,10.867225547619048,474278.43,42,41.93124714430262,11292.343571428572,470112.99666666664,51.75605805650273,Greed,63.0,0.63
2024-02-03,7.448406451612905,63197.56,31,250.64780257055287,2038.6309677419354,219608.24333333338,21.477350195822414,Greed,60.0,0.6
2024-02-04,21.555141756097562,239664.50999999998,41,78.23542802217051,5845.475853658536,259046.83333333337,13.290257918443173,Greed,60.0,0.6
2024-02-06,2.074268247311828,29464.51,93,4.425015055071825,316.822688172043,110775.52666666669,10.359272151674098,Greed,64.0,0.64
2024-02-07,134.514062,33347.47,18,226.36405308073617,1852.6372222222224,100825.4966666667,52.714490667803126,Greed,62.0,0.62
2024-02-08,12.418542714285714,396320.37,63,44.14907581961201,6290.799523809524,153044.1166666667,49.668957653865846,Greed,66.0,0.66
2024-02-09,0.0,30000.42,2,0.0,15000.21,153222.75333333336,48.9775349047619,Greed,72.0,0.72
2024-02-10,0.0,99954.34,4,0.0,24988.585,175425.04333333336,4.139514238095238,Greed,74.0,0.74
2024-02-11,0.0,40000.0,2,0.0,20000.0,56651.586666666706,0.0,Greed,71.0,0.71
2024-02-12,68.48001597407408,585243.56,270,379.90364074572494,2167.568740740741,241732.6333333334,22.826671991358026,Greed,70.0,0.7
2024-03-01,12.925604582089552,394499.36,67,50.415365667933756,5888.050149253731,339914.3066666667,27.13520685205454,Extreme Greed,80.0,0.8
2024-03-02,3.9876640535714283,603820.0,56,68.62663189543068,10782.5,527854.3066666668,28.46442820324502,Extreme Greed,80.0,0.8
2024-03-03,105.83653474683545,390745.68,79,199.82398269178753,4946.1478481012655,463021.68,40.916601127498815,Extreme Greed,83.0,0.83
2024-03-04,31.6971,16887.57,4,63.3942,4221.8925,337151.0833333334,47.173766266802296,Extreme Greed,82.0,0.82
2024-03-05,147.3893623611111,282682.64999999997,36,280.85451321791754,7852.295833333333,230105.30000000005,94.97433236931552,Extreme Greed,90.0,0.9
2024-03-06,8.040117257142859,21466.86,70,11.849209775400267,306.66942857142857,107012.36000000003,62.37552653941799,Extreme Greed,75.0,0.75
2024-03-07,62.132626888888886,179600.66,18,130.94390209637675,9977.814444444444,161250.0566666667,72.52070216904762,Extreme Greed,82.0,0.82
2024-03-08,12.545667567567568,290532.86,37,76.3123165975776,7852.239459459459,163866.79333333336,27.572803904533103,Extreme Greed,81.0,0.81
2024-03-10,11.152864666666666,132935.69,9,20.273575382952355,14770.632222222222,201023.07000000007,28.610386374374375,Extreme Greed,79.0,0.79
2024-03-11,0.0,129055.66,6,0.0,21509.27666666667,184174.7366666667,7.899510744744745,Extreme Greed,82.0,0.82
2024-03-12,63.03887509358289,1084666.53,374,229.00768096588675,2900.177887700535,448885.96,24.730579920083187,Extreme Greed,81.0,0.81
2024-04-01,-13.520728,99792.54000000001,5,29.544005214373353,19958.508,437838.2433333334,16.506049031194298,Extreme Greed,79.0,0.79
2024-04-02,1.360682714285714,203187.53,35,31.922762604224417,5805.358,462548.8666666667,16.959609935956202,Extreme Greed,79.0,0.79
2024-04-03,92.66591914,1577996.87,300,152.8211043688667,5259.989566666667,626992.3133333334,26.835291284761905,Greed,71.0,0.71
2024-04-04,0.0,95987.73,32,0.0,2999.6165625,625724.0433333333,31.342200618095237,Greed,70.0,0.7
2024-04-05,0.0,58998.75,9,0.0,6555.416666666667,577661.1166666667,30.888639713333333,Extreme Greed,79.0,0.79
2024-04-06,0.9851214716981133,24243.41,53,2.4828445149485265,457.42283018867926,59743.29666666666,0.3283738238993711,Extreme Greed,75.0,0.75
2024-04-07,0.0,430568.01,25,0.0,17222.720400000002,171270.05666666667,0.3283738238993711,Extreme Greed,78.0,0.78
2024-04-08,-965.9212667952756,1207744.07,127,3618.961540622186,9509.795826771655,554185.1633333333,-321.64538177452584,Extreme Greed,76.0,0.76
2024-04-09,31.346621529411763,131480.97,34,462.16602470807555,3867.0873529411765,589931.0166666667,-311.52488175528794,Extreme Greed,80.0,0.8
2024-04-10,0.0,0.34,1,,0.34,446408.46,-311.52488175528794,Extreme Greed,78.0,0.78
2024-04-11,77.76140205555555,451811.97,36,118.94285081013497,12550.332499999999,194431.09333333335,36.369341194989104,Extreme Greed,76.0,0.76
2024-04-12,918.1561599404388,769287.65,319,4090.2838520231076,2411.5600313479626,407033.32,331.97252066533144,Extreme Greed,79.0,0.79
2024-05-01,2.486993409090909,1703942.66,66,60.7235758141571,25817.31303030303,975014.0933333333,332.80151846836173,Neutral,54.0,0.54
2024-05-02,-0.4646415833333337,770198.26,72,46.10792460482958,10697.198055555556,1081142.8566666667,306.72617058873215,Fear,43.0,0.43
2024-05-03,109.95014467222222,841810.32,180,195.65804028577477,4676.724,1105317.0799999998,37.324165499326604,Neutral,48.0,0.48
2024-05-04,107.06484306,503791.8,100,304.1028007265851,5037.918,705266.7933333333,72.1834487162963,Greed,67.0,0.67
2024-05-05,0.15266666666666667,24068.350000000002,6,0.37395543406489856,4011.391666666667,456556.8233333333,72.38921813296297,Greed,69.0,0.69
2024-05-06,1.038064925925926,25350.77,54,2.9096994557928553,469.4587037037037,184403.64,36.0851915508642,Greed,71.0,0.71
2024-05-07,0.0,272289.89,32,0.0,8509.0590625,107236.33666666667,0.3969105308641976,Greed,68.0,0.68
2024-05-08,-162.6708146125,420495.4,80,795.0273715447163,5256.1925,239378.68666666668,-53.87758322885802,Greed,64.0,0.64
2024-05-09,0.0,0.84,1,,0.84,230928.71,-54.223604870833334,Greed,55.0,0.55
2024-05-10,155.86924032432432,605605.74,37,217.0879728346648,16367.722702702702,342033.99333333335,-2.2671914293918953,Greed,66.0,0.66
2024-05-11,67.8475928,200627.23,10,93.32108146532121,20062.723,268744.60333333333,74.5722777081081,Neutral,53.0,0.53
2024-05-12,156.96078615789474,1256750.79,456,1402.284112762816,2756.0324342105264,687661.2533333333,126.8925397607397,Greed,56.0,0.56
2024-06-01,6.16280290909091,298521.4,22,37.338371573804935,13569.154545454547,585299.8066666666,76.99039395566189,Greed,72.0,0.72
2024-06-02,-0.19817638511029412,8047153.41,1088,12.69131338108202,7396.280707720588,3200808.533333333,54.30847089395846,Greed,73.0,0.73
2024-06-03,83.10762364634145,327218.02,82,146.9693030530839,3990.4636585365856,2890964.276666667,29.69075005677402,Greed,73.0,0.73
2024-06-04,14.770945874999999,68223.67,16,42.149058574016486,4263.979375,2814198.3666666667,32.56013104541038,Greed,73.0,0.73
2024-06-05,107.62115333333333,206016.43,9,237.64601629026436,22890.714444444442,200486.0399999997,68.49990761822492,Extreme Greed,75.0,0.75
2024-06-06,1.1716802863247862,137557.76,234,3.3659483181601715,587.8536752136753,137265.95333333302,41.18792649821937,Extreme Greed,78.0,0.78
2024-06-07,4.53634075,2490.17,24,10.03473956812726,103.75708333333334,115354.78666666635,37.7763914565527,Extreme Greed,77.0,0.77
2024-06-08,2.4982995140186914,61478.38,107,8.28376598603028,574.5642990654205,67175.43666666636,2.735440183447826,Greed,72.0,0.72
2024-06-09,-26.306113452380952,39047.1,42,21.910908628012873,929.6928571428571,34338.54999999969,-6.423824396120754,Extreme Greed,75.0,0.75
2024-06-10,5.9312308636363635,300130.56,22,17.741123762831634,13642.298181818182,133552.01333333302,-5.958861024908633,Greed,72.0,0.72
2024-06-11,187.85581533333334,123906.9,15,309.14971367702964,8260.46,154361.51999999967,55.82697758152958,Greed,74.0,0.74
2024-06-12,-229.83782604218362,3471019.22,403,6326.353243835444,8612.950918114144,1298352.2266666663,-12.016926615071307,Greed,72.0,0.72
2024-07-01,-8.615270463917525,1048850.06,97,34.037905927281535,10812.887216494846,1547925.3933333333,-16.8657603909226,Neutral,53.0,0.53
2024-07-02,16.082808,6758.73,15,56.54657345272468,450.582,1508876.003333333,-74.12342950203372,Neutral,51.0,0.51
2024-07-04,0.0,49988.14,23,0.0,2173.397391304348,368532.30999999976,2.489179178694163,Fear,44.0,0.44
2024-07-05,49.08542738888889,108717.58,18,57.79243416391551,6039.865555555556,55154.81666666636,21.722745129629633,Fear,29.0,0.29
2024-07-06,20.23288049090909,1098588.76,440,103.25220050843622,2496.7926363636366,419098.1599999997,23.106102626599334,Fear,26.0,0.26
2024-07-07,6.1428942,498.75,10,4.100173833321266,49.875,402601.69666666636,25.153734026599327,Fear,29.0,0.29
2024-07-08,5.720886515151515,2492.77,33,10.349410204930836,75.53848484848484,367193.42666666635,10.698887068686872,Fear,28.0,0.28
2024-07-10,0.0,219984.65,21,0.0,10475.459523809524,74325.38999999968,3.9545935717171763,Fear,28.0,0.28
2024-07-11,39.764187044247784,111335.3,113,107.40420684370638,985.2681415929204,111270.90666666634,15.161691186466436,Fear,29.0,0.29
2024-07-12,282.5864442993421,451733.42,304,2478.915786497859,1485.965197368421,261017.78999999966,107.4502104478633,Fear,25.0,0.25
2024-08-01,-2.1083940546875,1522452.43,128,122.41963598502315,11894.159609375,695173.7166666663,106.74741242963414,Neutral,52.0,0.52
2024-08-02,77.07560240000001,26051.12,10,139.74567826297627,2605.112,666745.6566666664,119.18455088155156,Greed,57.0,0.57
2024-08-03,63.7594960597015,183583.18,67,148.75855367571137,2740.047462686567,577362.243333333,46.24223480167135,Fear,37.0,0.37
2024-08-04,40.614223333333335,211940.64,30,222.45326275219327,7064.688,140524.9799999997,60.483107264344966,Fear,34.0,0.34
2024-08-05,0.12044307692307693,65973.57,13,1.641780493282545,5074.89,153832.46333333303,34.83138748998599,Fear,26.0,0.26
2024-08-06,4.453063413793104,97351.88,29,13.610694021064663,3356.961379310345,125088.69666666636,15.062576608016522,Extreme Fear,17.0,0.17
2024-08-07,0.0,497.64,1,,497.64,54607.696666666365,1.5245021635720792,Fear,29.0,0.29
2024-08-08,-4.5235796666666666,16299.35,9,9.68187399440364,1811.038888888889,38049.623333333024,-0.023505417624501906,Extreme Fear,20.0,0.2
2024-08-09,0.0,0.11,1,,0.11,5599.033333333023,-1.50785988888887,Neutral,48.0,0.48
2024-08-10,149.90407327777777,434584.13,36,223.40754741053024,12071.781388888889,150294.5299999997,48.46016453703705,Fear,40.0,0.4
2024-08-11,-1.6516292564102582,270700.44,39,72.4018294193872,6941.036923076923,235094.89333333305,49.41748134045586,Fear,39.0,0.39
