date,avg_pnl,total_volume,trade_count,pnl_volatility,avg_trade_size,rolling_volume,rolling_pnl,classification,sentiment_value,sentiment_norm
2024-08-12,38.014127228571425,932939.72,420,232.61343396421137,2221.2850476190474,546074.7633333331,62.088857083312995,Fear,25.0,0.25
2024-09-01,-11.804998042857143,870051.97,70,214.1803231936485,12429.313857142857,691230.7099999996,8.185833309768027,Fear,26.0,0.26
2024-09-03,85.03847541880343,658178.75,117,154.56552113291943,5625.459401709401,820390.1466666664,37.08253486817259,Fear,26.0,0.26
2024-09-04,0.0,57063.840000000004,3,0.0,19021.280000000002,528431.5199999997,24.41115912531545,Fear,27.0,0.27
2024-09-05,40.985566285714285,221966.12,28,92.95513364107583,7927.361428571428,312402.90333333303,42.008013901505926,Fear,29.0,0.29
2024-09-06,0.0,22410.22,17,0.0,1318.2482352941176,100480.05999999969,13.661855428571448,Extreme Fear,22.0,0.22
2024-09-07,43.265627466666665,2736.45,15,40.13596510326193,182.42999999999998,82370.92999999969,28.083731250793665,Extreme Fear,23.0,0.23
2024-09-08,125.56993941666666,503204.86,144,454.8533022933731,3494.4781944444444,176117.17666666638,56.278522294444464,Fear,29.0,0.29
2024-09-09,0.0,4014.4300000000003,2,0.0,2007.2150000000001,169985.24666666638,56.278522294444464,Fear,26.0,0.26
2024-09-10,28.290194285714286,220399.93,14,61.54299038481661,15742.852142857142,242539.73999999967,51.286711234127004,Fear,33.0,0.33
2024-09-11,1.196615581395349,193384.41,86,2.90992297730476,2248.655930232558,139266.25666666636,9.828936622369902,Fear,37.0,0.37
2024-09-12,11.708659881261596,983949.68,539,100.89854795146519,1825.5096103896105,465911.3399999997,13.7318232494571,Fear,31.0,0.31
2024-10-01,-7.860576901554404,2057479.48,193,119.7894328095249,10660.515440414507,1078271.1899999997,1.6815661870342042,Neutral,50.0,0.5
2024-10-03,59.117314285714286,219973.85,42,207.7542700001469,5237.472619047619,1087134.3366666662,20.988465755140517,Fear,37.0,0.37
2024-10-04,127.01081497560976,351735.97,41,197.76893722954745,8578.926097560974,876396.4333333331,59.422517453256575,Fear,41.0,0.41
2024-10-05,95.53371340909092,156882.0,22,240.61922882162773,7131.0,242863.93999999968,93.88728089013834,Neutral,49.0,0.49
2024-10-06,0.589939716981132,46587.93,53,1.9665257227845954,879.0175471698113,185068.63333333304,74.37815603389396,Neutral,50.0,0.5
2024-10-07,213.88812333928573,687900.21,56,337.8156690082534,12283.93232142857,297123.3799999997,103.33725882178595,Neutral,50.0,0.5
2024-10-08,0.0,11339.29,88,0.0,128.8555681818182,248609.14333333305,71.49268768542231,Neutral,49.0,0.49
2024-10-09,-73.24321966666666,2547.28,3,96.08066367806516,849.0933333333334,233928.92666666632,46.88163455753971,Neutral,49.0,0.49
2024-10-10,0.0,300024.33999999997,16,0.0,18751.521249999998,104636.96999999968,-24.414406555555527,Fear,39.0,0.39
2024-10-11,5.728984589595376,413636.7,173,22.471438317729593,2390.963583815029,238736.10666666637,-22.5047450256904,Fear,32.0,0.32
2024-10-12,24.640206911654136,3150424.08,1596,141.48990698368283,1973.94992481203,1288028.373333333,10.123063833749866,Neutral,49.0,0.49
2024-11-01,-7.813785761904761,305314.1,21,101.92627878710132,14538.766666666666,1289791.6266666665,7.5184685797816115,Extreme Greed,75.0,0.75
2024-11-02,28.924799294117648,212311.82,34,108.62231864377547,6244.465294117647,1222683.333333333,15.250406814622368,Greed,72.0,0.72
2024-11-03,85.43284511904761,176519.44999999998,42,196.10462239183906,4202.844047619047,231381.7899999997,35.5146195504202,Greed,74.0,0.74
2024-11-04,24.35894775,76400.96,16,69.72639235953248,4775.06,155077.40999999968,46.23886405438845,Greed,70.0,0.7
2024-11-05,27.956082444444444,63248.95,9,38.73340875071258,7027.661111111111,105389.78666666635,45.91595843783071,Greed,70.0,0.7
2024-11-06,35.12708789430894,373279.92,123,169.7310786091785,3034.7960975609753,170976.60999999967,29.147372696251157,Greed,70.0,0.7
2024-11-07,98.77958326315789,169887.02,19,150.16378122148163,8941.422105263156,202138.62999999968,53.954251200637124,Extreme Greed,77.0,0.77
2024-11-08,35.32402583333334,44230.21,24,91.2518343902943,1842.9254166666667,195799.0499999997,56.41023233026675,Extreme Greed,75.0,0.75
2024-11-09,0.0,0.54,1,,0.54,71372.58999999969,44.70120303216377,Extreme Greed,75.0,0.75
2024-11-10,341.74336450000004,488904.19,26,367.9830904604618,18804.007307692307,177711.64666666635,125.68913011111114,Extreme Greed,78.0,0.78
2024-11-11,18.09552545844504,1570572.42,373,60.90235280005483,4210.649919571046,686492.383333333,119.94629665281504,Extreme Greed,76.0,0.76
2024-11-12,261.30348420720725,2194098.33,1221,2003.1396625321522,1796.9683292383293,1417858.3133333332,207.04745805521748,Extreme Greed,80.0,0.8
2024-12-01,-275.0741462857143,200082.27,7,669.9280140108323,28583.181428571428,1321584.3399999996,1.441621126646017,Extreme Greed,81.0,0.81
2024-12-02,57.11761168749999,227247.69999999998,16,828.6571214700353,14202.981249999999,873809.433333333,14.448983202997667,Extreme Greed,80.0,0.8
2024-12-03,379.89575,103040.85,8,521.6006618377291,12880.10625,176790.273333333,53.97973846726192,Extreme Greed,76.0,0.76
2024-12-04,-4.594153790697676,442088.59,129,122.96278242038903,3427.0433333333335,257459.04666666637,144.13973596560078,Extreme Greed,78.0,0.78
2024-12-05,0.0,55179.56,23,0.0,2399.111304347826,200102.99999999968,125.10053206976745,Extreme Greed,84.0,0.84
2024-12-06,-86.16744682283463,193407.96,254,276.1864377273308,761.4486614173228,230225.36999999973,-30.25386687117742,Greed,72.0,0.72
2024-12-07,74.33235021052631,89582.97,19,112.44287174423458,4714.893157894737,112723.49666666635,-3.945032204102754,Extreme Greed,75.0,0.75
2024-12-08,17.88896875,54167.32,48,64.64753431191872,1128.4858333333334,112386.08333333302,2.017957379230579,Extreme Greed,79.0,0.79
2024-12-10,54.155471,159713.4,10,63.374247509280295,15971.34,101154.56333333302,48.79226332017546,Extreme Greed,78.0,0.78
2024-12-11,20.435084175438597,1226354.52,171,80.90406191682668,7171.663859649123,480078.41333333304,30.826507975146217,Greed,74.0,0.74
2024-12-12,310.1199767122153,4557189.87,1932,1920.807926510415,2358.7939285714288,1981085.9299999997,128.23684396255132,Extreme Greed,83.0,0.83
2025-01-01,-99.25068067708334,282582.1,96,989.3224125030252,2943.5635416666664,2022042.1633333329,77.10146007019023,Greed,66.0,0.66
2025-01-02,50.946695610410096,1363746.44,634,446.4149984530011,2151.019621451104,2067839.4699999997,87.27199721518072,Greed,70.0,0.7
2025-01-03,60.897177977011495,263824.13,174,134.45844944800064,1516.230632183908,636717.5566666663,4.197730970112779,Greed,74.0,0.74
2025-01-04,-11.472199177083334,704445.1900000001,192,297.0927135926486,3668.9853645833336,777338.5866666663,33.45722480344612,Greed,73.0,0.73
2025-01-05,44.338885607317074,10720240.52,1230,972.822640253054,8715.642699186992,3896169.946666666,31.25462146908177,Greed,72.0,0.72
2025-02-01,24.145482235457067,774674.84,361,117.65384746788118,2145.9136842105263,4066453.5166666657,19.004056221896963,Greed,68.0,0.68
2025-02-02,123.46835452843062,5661092.29,1319,1386.063749537317,4291.957763457164,5718669.216666666,63.98424079040162,Greed,60.0,0.6
2025-02-03,125.77879832330827,6460848.74,532,523.6453822891723,12144.452518796992,4298871.956666666,91.13087836239868,Fear,44.0,0.44
2025-02-04,187.930056633829,3867930.6,1076,783.0878201791388,3594.7310408921935,5329957.21,145.72573649518932,Greed,72.0,0.72
2025-03-01,11.867099986220472,771208.99,508,63.36348991609002,1518.1279330708662,3699996.11,108.52531831445259,Extreme Fear,20.0,0.2
2025-03-02,146.58459086932774,22592901.37,2380,1292.2669438694834,9492.815701680673,9077346.986666666,115.4605824964591,Fear,26.0,0.26
2025-03-03,415.9332201302294,8244590.38,1482,1682.4075657180047,5563.151403508772,10536233.58,191.46163699525923,Fear,33.0,0.33
2025-03-04,-1.353524757437071,8670233.15,1748,81.23364439225159,4960.087614416476,13169241.633333335,187.05476208070672,Extreme Fear,15.0,0.15
2025-04-01,6.882851665768194,1826029.6199999999,371,75.44665860042967,4921.912722371967,6246951.050000001,140.48751567952021,Fear,34.0,0.34
2025-04-02,165.9541752070064,15678409.27,2512,2184.1682347008123,6241.404964171974,8724890.68,57.161167371779186,Fear,44.0,0.44
2025-04-03,75.80165136761032,11124247.15,2402,940.9538347121356,4631.24360949209,9542895.346666666,82.87955941346165,Fear,25.0,0.25
2025-04-04,-20.05949602987421,3835545.73,1272,581.2639206142574,3015.3661399371067,10212734.049999999,73.89877684824752,Fear,28.0,0.28
2025-05-01,13.337737920502093,451943.57,239,59.881873800685874,1890.977280334728,5137245.483333333,23.02663108607942,Neutral,53.0,0.53
2025-05-02,43.721075992289904,8743231.51,1297,444.31734690264386,6741.1191287586735,4343573.6033333335,12.333105960972615,Greed,67.0,0.67
